Euphausiid Trawl,RAB,1986,16,0,1,600,*,,
Euphausiid Trawl,RAB,1986,16,3,1,180,*,,
Euphausiid Trawl,RAB,1986,16,11,2,6900,*,,
Euphausiid Trawl,RAB,1986,16,12,1,13260,*,,
Euphausiid Trawl,RAB,1986,16,13,1,5880,*,,
Euphausiid Trawl,RAB,1986,16,14,1,600,*,,
Euphausiid Trawl,RAB,1986,16,17,1,2760,*,,
Euphausiid Trawl,RAB,1986,16,18,1,480,*,,
Euphausiid Trawl,RAB,1986,16,Total,2,30660,*,,
Euphausiid Trawl,RAB,1987,16,11,4,16680,231480,,
Euphausiid Trawl,RAB,1987,16,12,2,780,*,,
Euphausiid Trawl,RAB,1987,16,13,1,240,*,,
Euphausiid Trawl,RAB,1987,16,16,1,600,*,,
Euphausiid Trawl,RAB,1987,16,18,1,3900,*,,
Euphausiid Trawl,RAB,1987,16,Total,4,22200,343715,,
Euphausiid Trawl,RAB,1988,15,1,1,840,*,,
Euphausiid Trawl,RAB,1988,15,5,1,480,*,,
Euphausiid Trawl,RAB,1988,15,Total,1,1320,*,,
Euphausiid Trawl,RAB,1988,16,6,2,2520,*,,
Euphausiid Trawl,RAB,1988,16,11,4,24720,282225,,
Euphausiid Trawl,RAB,1988,16,12,5,22080,178093,,
Euphausiid Trawl,RAB,1988,16,13,2,540,*,,
Euphausiid Trawl,RAB,1988,16,18,3,7620,67425,,
Euphausiid Trawl,RAB,1988,16,Total,5,57480,539593,,
Euphausiid Trawl,RAB,1989,12,30,1,1440,*,,
Euphausiid Trawl,RAB,1989,12,Total,1,1440,*,,
Euphausiid Trawl,RAB,1989,13,22,1,960,*,,
Euphausiid Trawl,RAB,1989,13,Total,1,960,*,,
Euphausiid Trawl,RAB,1989,15,5,3,15600,147507,,
Euphausiid Trawl,RAB,1989,15,Total,3,15600,147507,,
Euphausiid Trawl,RAB,1989,16,1,1,900,*,,
Euphausiid Trawl,RAB,1989,16,2,1,720,*,,
Euphausiid Trawl,RAB,1989,16,11,5,4500,103500,,
Euphausiid Trawl,RAB,1989,16,12,4,3000,68021,,
Euphausiid Trawl,RAB,1989,16,13,1,840,*,,
Euphausiid Trawl,RAB,1989,16,18,13,30240,277411,,
Euphausiid Trawl,RAB,1989,16,Total,13,40200,464724,,
Euphausiid Trawl,RAB,1989,17,11,1,1080,*,,
Euphausiid Trawl,RAB,1989,17,Total,1,1080,*,,
Euphausiid Trawl,RAB,1989,23,2,1,960,*,,
Euphausiid Trawl,RAB,1989,23,3,1,240,*,,
Euphausiid Trawl,RAB,1989,23,Total,1,1200,*,,
Euphausiid Trawl,RAB,1989,28,2,3,1080,999,,
Euphausiid Trawl,RAB,1989,28,3,3,3600,1998,,
Euphausiid Trawl,RAB,1989,28,Total,3,4680,2997,,
Euphausiid Trawl,RAB,1989,29,3,1,3840,*,,
Euphausiid Trawl,RAB,1989,29,Total,1,3840,*,,
Euphausiid Trawl,RAB,1990,12,0,1,960,*,,
Euphausiid Trawl,RAB,1990,12,28,2,5220,*,,
Euphausiid Trawl,RAB,1990,12,31,1,480,*,,
Euphausiid Trawl,RAB,1990,12,Total,3,6660,114190,,
Euphausiid Trawl,RAB,1990,13,0,1,1920,*,,
Euphausiid Trawl,RAB,1990,13,20,2,720,*,,
Euphausiid Trawl,RAB,1990,13,21,1,720,*,,
Euphausiid Trawl,RAB,1990,13,22,3,5280,49225,,
Euphausiid Trawl,RAB,1990,13,43,1,600,*,,
Euphausiid Trawl,RAB,1990,13,Total,6,9240,177505,,
Euphausiid Trawl,RAB,1990,15,5,3,5340,64071,,
Euphausiid Trawl,RAB,1990,15,6,3,3540,47725,,
Euphausiid Trawl,RAB,1990,15,Total,4,8880,111796,,
Euphausiid Trawl,RAB,1990,16,11,5,5340,86416,,
Euphausiid Trawl,RAB,1990,16,12,5,2400,47432,,
Euphausiid Trawl,RAB,1990,16,13,1,720,*,,
Euphausiid Trawl,RAB,1990,16,18,11,35040,480453,,
Euphausiid Trawl,RAB,1990,16,21,2,600,*,,
Euphausiid Trawl,RAB,1990,16,Total,14,44100,634001,,
Euphausiid Trawl,RAB,1990,28,0,1,840,*,,
Euphausiid Trawl,RAB,1990,28,1,1,360,*,,
Euphausiid Trawl,RAB,1990,28,2,4,4440,17500,,
Euphausiid Trawl,RAB,1990,28,Total,4,5640,17540,,
Euphausiid Trawl,RAB,1990,29,1,1,4740,*,,
Euphausiid Trawl,RAB,1990,29,Total,1,4740,*,,
Euphausiid Trawl,RAB,1991,0,0,1,5340,*,,
Euphausiid Trawl,RAB,1991,0,Total,1,5340,*,,
Euphausiid Trawl,RAB,1991,12,27,1,5100,*,,
Euphausiid Trawl,RAB,1991,12,Total,1,5100,*,,
Euphausiid Trawl,RAB,1991,13,20,5,6900,63792,,
Euphausiid Trawl,RAB,1991,13,21,2,900,*,,
Euphausiid Trawl,RAB,1991,13,22,3,4320,**,,
Euphausiid Trawl,RAB,1991,13,Total,7,12120,115248,,
Euphausiid Trawl,RAB,1991,15,2,1,1500,*,,
Euphausiid Trawl,RAB,1991,15,5,1,780,*,,
Euphausiid Trawl,RAB,1991,15,6,6,10140,67800,,
Euphausiid Trawl,RAB,1991,15,Total,7,12420,121088,,
Euphausiid Trawl,RAB,1991,16,4,2,13620,*,,
Euphausiid Trawl,RAB,1991,16,12,10,8940,**,,
Euphausiid Trawl,RAB,1991,16,18,7,14280,256550,,
Euphausiid Trawl,RAB,1991,16,Total,13,36840,595598,,
Euphausiid Trawl,RAB,1991,28,2,2,840,*,,
Euphausiid Trawl,RAB,1991,28,Total,2,840,*,,
Euphausiid Trawl,RAB,1992,15,5,1,3720,*,,
Euphausiid Trawl,RAB,1992,15,Total,1,3720,*,,
Euphausiid Trawl,RAB,1992,16,4,1,510,*,,
Euphausiid Trawl,RAB,1992,16,11,3,780,21500,,
Euphausiid Trawl,RAB,1992,16,12,2,1440,*,,
Euphausiid Trawl,RAB,1992,16,16,1,1860,*,,
Euphausiid Trawl,RAB,1992,16,18,7,19680,624900,,
Euphausiid Trawl,RAB,1992,16,Total,9,24270,737900,,
Euphausiid Trawl,RAB,1992,28,0,1,90,*,,
Euphausiid Trawl,RAB,1992,28,Total,1,90,*,,
Euphausiid Trawl,RAB,1992,29,1,1,120,*,,
Euphausiid Trawl,RAB,1992,29,Total,1,120,*,,
Euphausiid Trawl,RAB,1993,12,31,1,3600,*,,
Euphausiid Trawl,RAB,1993,12,Total,1,3600,*,,
Euphausiid Trawl,RAB,1993,15,5,1,3240,*,,
Euphausiid Trawl,RAB,1993,15,Total,1,3240,*,,
Euphausiid Trawl,RAB,1993,16,12,1,180,*,,
Euphausiid Trawl,RAB,1993,16,16,1,420,*,,
Euphausiid Trawl,RAB,1993,16,17,1,780,*,,
Euphausiid Trawl,RAB,1993,16,18,1,600,*,,
Euphausiid Trawl,RAB,1993,16,Total,1,1980,*,,
Euphausiid Trawl,RAB,1993,17,11,2,1320,*,,
Euphausiid Trawl,RAB,1993,17,Total,2,1320,*,,
Euphausiid Trawl,RAB,1993,29,1,1,480,*,,
Euphausiid Trawl,RAB,1993,29,2,1,660,*,,
Euphausiid Trawl,RAB,1993,29,Total,1,1140,*,,
Euphausiid Trawl,RAB,1994,13,18,1,0,*,,
Euphausiid Trawl,RAB,1994,13,Total,1,0,*,,
Euphausiid Trawl,RAB,1994,15,5,2,1800,*,,
Euphausiid Trawl,RAB,1994,15,6,2,4320,*,,
Euphausiid Trawl,RAB,1994,15,Total,3,6120,119840,,
Euphausiid Trawl,RAB,1994,16,0,1,1620,*,,
Euphausiid Trawl,RAB,1994,16,4,1,180,*,,
Euphausiid Trawl,RAB,1994,16,11,3,3240,37936,,
Euphausiid Trawl,RAB,1994,16,12,3,4140,59996,,
Euphausiid Trawl,RAB,1994,16,14,1,0,*,,
Euphausiid Trawl,RAB,1994,16,18,7,21060,576308,,
Euphausiid Trawl,RAB,1994,16,Total,8,30240,703164,,
Euphausiid Trawl,RAB,1994,28,0,1,0,*,,
Euphausiid Trawl,RAB,1994,28,1,1,480,*,,
Euphausiid Trawl,RAB,1994,28,Total,1,480,*,,
Euphausiid Trawl,RAB,1995,13,0,2,540,*,,
Euphausiid Trawl,RAB,1995,13,21,1,2280,*,,
Euphausiid Trawl,RAB,1995,13,Total,3,2820,98500,,
Euphausiid Trawl,RAB,1995,15,3,1,2340,*,,
Euphausiid Trawl,RAB,1995,15,5,3,1500,57000,,
Euphausiid Trawl,RAB,1995,15,6,1,660,*,,
Euphausiid Trawl,RAB,1995,15,Total,4,4500,100300,,
Euphausiid Trawl,RAB,1995,16,0,2,7680,*,,
Euphausiid Trawl,RAB,1995,16,11,2,1140,*,,
Euphausiid Trawl,RAB,1995,16,18,5,40500,693900,,
Euphausiid Trawl,RAB,1995,16,Total,7,49320,917534,,
Euphausiid Trawl,RAB,1996,13,0,1,1320,*,,
Euphausiid Trawl,RAB,1996,13,17,1,0,*,,
Euphausiid Trawl,RAB,1996,13,20,1,2640,*,,
Euphausiid Trawl,RAB,1996,13,21,2,2400,*,,
Euphausiid Trawl,RAB,1996,13,Total,5,6360,154736,,
Euphausiid Trawl,RAB,1996,15,5,3,2280,**,,
Euphausiid Trawl,RAB,1996,15,6,2,1140,*,,
Euphausiid Trawl,RAB,1996,15,Total,3,3420,93540,,
Euphausiid Trawl,RAB,1996,16,0,1,360,*,,
Euphausiid Trawl,RAB,1996,16,11,6,9120,298700,,
Euphausiid Trawl,RAB,1996,16,12,5,4680,**,,
Euphausiid Trawl,RAB,1996,16,18,8,14580,364530,,
Euphausiid Trawl,RAB,1996,16,Total,9,28740,832370,,
Euphausiid Trawl,RAB,1997,12,28,1,840,*,,
Euphausiid Trawl,RAB,1997,12,29,1,3960,*,,
Euphausiid Trawl,RAB,1997,12,Total,1,4800,*,,
Euphausiid Trawl,RAB,1997,13,19,1,240,*,,
Euphausiid Trawl,RAB,1997,13,20,3,6900,91090,,
Euphausiid Trawl,RAB,1997,13,21,1,1200,*,,
Euphausiid Trawl,RAB,1997,13,Total,4,8340,114789,,
Euphausiid Trawl,RAB,1997,15,1,5,9060,70123,,
Euphausiid Trawl,RAB,1997,15,5,6,5280,87828,,
Euphausiid Trawl,RAB,1997,15,6,3,2940,31565,,
Euphausiid Trawl,RAB,1997,15,Total,8,17280,189516,,
Euphausiid Trawl,RAB,1997,16,11,3,4380,20716,,
Euphausiid Trawl,RAB,1997,16,12,7,1500,118110,,
Euphausiid Trawl,RAB,1997,16,15,1,480,*,,
Euphausiid Trawl,RAB,1997,16,17,1,420,*,,
Euphausiid Trawl,RAB,1997,16,18,7,16440,151154,,
Euphausiid Trawl,RAB,1997,16,Total,12,23220,323380,,
Euphausiid Trawl,RAB,1998,13,17,1,480,*,,
Euphausiid Trawl,RAB,1998,13,18,1,1020,*,,
Euphausiid Trawl,RAB,1998,13,19,1,1907,*,,
Euphausiid Trawl,RAB,1998,13,Total,1,3407,*,,
Euphausiid Trawl,RAB,1998,15,5,5,1613,10750,,
Euphausiid Trawl,RAB,1998,15,Total,5,1613,10750,,
Euphausiid Trawl,RAB,1998,16,11,11,15375,696538,,
Euphausiid Trawl,RAB,1998,16,12,7,8618,163818,,
Euphausiid Trawl,RAB,1998,16,18,5,1180,67250,,
Euphausiid Trawl,RAB,1998,16,Total,11,25173,927606,,
Euphausiid Trawl,RAB,1999,12,28,1,298,*,,
Euphausiid Trawl,RAB,1999,12,29,1,406,*,,
Euphausiid Trawl,RAB,1999,12,Total,1,704,*,,
Euphausiid Trawl,RAB,1999,13,18,1,140,*,,
Euphausiid Trawl,RAB,1999,13,19,2,748,*,,
Euphausiid Trawl,RAB,1999,13,20,3,880,2560,,
Euphausiid Trawl,RAB,1999,13,21,1,1605,*,,
Euphausiid Trawl,RAB,1999,13,22,1,162,*,,
Euphausiid Trawl,RAB,1999,13,Total,5,3535,52060,,
Euphausiid Trawl,RAB,1999,15,1,2,1280,*,,
Euphausiid Trawl,RAB,1999,15,5,4,2869,35050,,
Euphausiid Trawl,RAB,1999,15,6,1,600,*,,
Euphausiid Trawl,RAB,1999,15,Total,5,4749,67350,,
Euphausiid Trawl,RAB,1999,16,10,2,127,*,,
Euphausiid Trawl,RAB,1999,16,11,10,28661,472653,,
Euphausiid Trawl,RAB,1999,16,12,8,2863,141100,,
Euphausiid Trawl,RAB,1999,16,16,1,620,*,,
Euphausiid Trawl,RAB,1999,16,18,5,5355,144200,,
Euphausiid Trawl,RAB,1999,16,Total,15,37626,783653,,
Euphausiid Trawl,RAB,2000,12,30,1,234,*,,
Euphausiid Trawl,RAB,2000,12,31,1,2259,*,,
Euphausiid Trawl,RAB,2000,12,Total,1,2493,*,,
Euphausiid Trawl,RAB,2000,13,19,1,613,*,,
Euphausiid Trawl,RAB,2000,13,20,4,1935,**,,
Euphausiid Trawl,RAB,2000,13,Total,5,2548,107500,,
Euphausiid Trawl,RAB,2000,15,5,7,3206,77600,,
Euphausiid Trawl,RAB,2000,15,6,3,1235,30000,,
Euphausiid Trawl,RAB,2000,15,Total,7,4441,107600,,
Euphausiid Trawl,RAB,2000,16,11,10,11268,485763,,
Euphausiid Trawl,RAB,2000,16,12,8,1856,177636,,
Euphausiid Trawl,RAB,2000,16,16,2,600,*,,
Euphausiid Trawl,RAB,2000,16,18,5,2870,**,,
Euphausiid Trawl,RAB,2000,16,Total,11,16594,793499,,
Euphausiid Trawl,RAB,2001,13,20,1,1690,*,,
Euphausiid Trawl,RAB,2001,13,21,1,2662,*,,
Euphausiid Trawl,RAB,2001,13,Total,1,4352,*,,
Euphausiid Trawl,RAB,2001,15,5,6,4425,101760,,
Euphausiid Trawl,RAB,2001,15,6,5,1625,29040,,
Euphausiid Trawl,RAB,2001,15,Total,6,6050,130800,,
Euphausiid Trawl,RAB,2001,16,11,8,12049,669028,,
Euphausiid Trawl,RAB,2001,16,12,6,5440,**,,
Euphausiid Trawl,RAB,2001,16,18,1,150,*,,
Euphausiid Trawl,RAB,2001,16,Total,10,17639,870728,,
Euphausiid Trawl,RAB,2002,12,27,1,60,*,,
Euphausiid Trawl,RAB,2002,12,28,1,555,*,,
Euphausiid Trawl,RAB,2002,12,29,1,60,*,,
Euphausiid Trawl,RAB,2002,12,Total,1,675,*,,
Euphausiid Trawl,RAB,2002,13,21,3,460,5500,,
Euphausiid Trawl,RAB,2002,13,Total,3,460,5500,,
Euphausiid Trawl,RAB,2002,15,5,8,3752,95200,,
Euphausiid Trawl,RAB,2002,15,6,5,980,40600,,
Euphausiid Trawl,RAB,2002,15,Total,8,4732,135800,,
Euphausiid Trawl,RAB,2002,16,11,9,13837,524700,,
Euphausiid Trawl,RAB,2002,16,12,8,3123,184260,,
Euphausiid Trawl,RAB,2002,16,16,2,260,*,,
Euphausiid Trawl,RAB,2002,16,17,1,90,*,,
Euphausiid Trawl,RAB,2002,16,18,9,6745,209900,,
Euphausiid Trawl,RAB,2002,16,Total,10,24055,930360,,
Euphausiid Trawl,RAB,2003,12,28,1,480,*,,
Euphausiid Trawl,RAB,2003,12,29,1,120,*,,
Euphausiid Trawl,RAB,2003,12,Total,1,600,*,,
Euphausiid Trawl,RAB,2003,13,19,1,315,*,,
Euphausiid Trawl,RAB,2003,13,20,1,390,*,,
Euphausiid Trawl,RAB,2003,13,21,1,540,*,,
Euphausiid Trawl,RAB,2003,13,Total,2,1245,*,,
Euphausiid Trawl,RAB,2003,15,5,2,5495,*,,
Euphausiid Trawl,RAB,2003,15,6,2,1100,*,,
Euphausiid Trawl,RAB,2003,15,Total,2,6595,*,,
Euphausiid Trawl,RAB,2003,16,11,4,1478,58100,,
Euphausiid Trawl,RAB,2003,16,12,4,3130,183300,,
Euphausiid Trawl,RAB,2003,16,Total,6,4608,241400,,
Euphausiid Trawl,RAB,2004,16,11,2,385,*,,
Euphausiid Trawl,RAB,2004,16,12,2,1020,*,,
Euphausiid Trawl,RAB,2004,16,18,1,150,*,,
Euphausiid Trawl,RAB,2004,16,Total,4,1555,112762,,
Euphausiid Trawl,RAB,2005,16,10,1,110,*,,
Euphausiid Trawl,RAB,2005,16,11,5,5911,539776,,
Euphausiid Trawl,RAB,2005,16,12,2,1780,*,,
Euphausiid Trawl,RAB,2005,16,16,1,60,*,,
Euphausiid Trawl,RAB,2005,16,Total,5,7861,696540,,
Euphausiid Trawl,RAB,2006,16,11,1,1075,*,,
Euphausiid Trawl,RAB,2006,16,12,3,1450,89380,,
Euphausiid Trawl,RAB,2006,16,13,1,320,*,,
Euphausiid Trawl,RAB,2006,16,18,1,90,*,,
Euphausiid Trawl,RAB,2006,16,Total,3,2935,129180,,
Euphausiid Trawl,RAB,2007,13,19,2,360,*,,
Euphausiid Trawl,RAB,2007,13,Total,2,360,*,,
Euphausiid Trawl,RAB,2007,15,5,2,2785,*,,
Euphausiid Trawl,RAB,2007,15,Total,2,2785,*,,
Euphausiid Trawl,RAB,2007,16,11,3,2575,**,,
Euphausiid Trawl,RAB,2007,16,12,4,4007,179100,,
Euphausiid Trawl,RAB,2007,16,18,2,760,*,,
Euphausiid Trawl,RAB,2007,16,Total,4,7342,239000,,
Euphausiid Trawl,RAB,2008,16,11,3,1971,33930,,
Euphausiid Trawl,RAB,2008,16,12,1,720,*,,
Euphausiid Trawl,RAB,2008,16,16,1,530,*,,
Euphausiid Trawl,RAB,2008,16,18,2,5026,*,,
Euphausiid Trawl,RAB,2008,16,Total,3,8247,259852,,
Euphausiid Trawl,RAB,2009,16,11,2,1470,*,,
Euphausiid Trawl,RAB,2009,16,12,3,755,5200,,
Euphausiid Trawl,RAB,2009,16,18,1,110,*,,
Euphausiid Trawl,RAB,2009,16,Total,4,2335,139082,,
Euphausiid Trawl,RAB,2010,13,19,1,225,*,,
Euphausiid Trawl,RAB,2010,13,Total,1,225,*,,
Euphausiid Trawl,RAB,2010,15,5,2,1245,*,,
Euphausiid Trawl,RAB,2010,15,Total,2,1245,*,,
Euphausiid Trawl,RAB,2010,16,11,4,3330,214560,,
Euphausiid Trawl,RAB,2010,16,12,5,2390,**,,
Euphausiid Trawl,RAB,2010,16,18,2,210,*,,
Euphausiid Trawl,RAB,2010,16,Total,5,5930,425495,,
Euphausiid Trawl,RAB,2011,16,11,4,3648,174530,,
Euphausiid Trawl,RAB,2011,16,12,1,1082,*,,
Euphausiid Trawl,RAB,2011,16,18,3,1535,**,,
Euphausiid Trawl,RAB,2011,16,Total,4,6265,321930,,
Euphausiid Trawl,RAB,2012,13,19,1,180,*,,
Euphausiid Trawl,RAB,2012,13,Total,1,180,*,,
Euphausiid Trawl,RAB,2012,15,5,1,375,*,,
Euphausiid Trawl,RAB,2012,15,Total,1,375,*,,
Euphausiid Trawl,RAB,2012,16,11,3,4795,367700,,
Euphausiid Trawl,RAB,2012,16,12,1,1505,*,,
Euphausiid Trawl,RAB,2012,16,18,2,485,*,,
Euphausiid Trawl,RAB,2012,16,Total,3,6785,546320,,
Euphausiid Trawl,RAB,2013,13,18,1,90,*,,
Euphausiid Trawl,RAB,2013,13,19,1,990,*,,
Euphausiid Trawl,RAB,2013,13,Total,1,1080,*,,
Euphausiid Trawl,RAB,2013,15,5,1,390,*,,
Euphausiid Trawl,RAB,2013,15,Total,1,390,*,,
Euphausiid Trawl,RAB,2013,16,11,3,1535,167935,,
Euphausiid Trawl,RAB,2013,16,12,1,615,*,,
Euphausiid Trawl,RAB,2013,16,18,3,570,**,,
Euphausiid Trawl,RAB,2013,16,Total,3,2720,393635,,
Euphausiid Trawl,RAB,2014,16,11,2,570,*,,
Euphausiid Trawl,RAB,2014,16,12,1,510,*,,
Euphausiid Trawl,RAB,2014,16,18,2,1505,*,,
Euphausiid Trawl,RAB,2014,16,Total,3,2585,67260,,
Euphausiid Trawl,RAB,2015,15,1,1,100,*,,
Euphausiid Trawl,RAB,2015,15,Total,1,100,*,,
Euphausiid Trawl,RAB,2015,16,11,3,1381,**,,
Euphausiid Trawl,RAB,2015,16,12,1,860,*,,
Euphausiid Trawl,RAB,2015,16,18,3,4455,121600,,
Euphausiid Trawl,RAB,2015,16,Total,3,6696,329537,,
Euphausiid Trawl,RAB,2016,13,19,1,300,*,,
Euphausiid Trawl,RAB,2016,13,Total,1,300,*,,
Euphausiid Trawl,RAB,2016,15,5,1,780,*,,
Euphausiid Trawl,RAB,2016,15,Total,1,780,*,,
Euphausiid Trawl,RAB,2016,16,11,1,780,*,,
Euphausiid Trawl,RAB,2016,16,12,1,2605,*,,
Euphausiid Trawl,RAB,2016,16,17,1,90,*,,
Euphausiid Trawl,RAB,2016,16,18,3,1555,38920,,
Euphausiid Trawl,RAB,2016,16,Total,3,5030,247570,,
Euphausiid Trawl,RAB,2017,16,12,1,3930,*,,
Euphausiid Trawl,RAB,2017,16,Total,1,3930,*,,
Euphausiid Trawl,RAB,2018,16,12,1,2410,*,,
Euphausiid Trawl,RAB,2018,16,Total,1,2410,*,,
Euphausiid Trawl,RAB,2019,13,19,2,2405,*,,
Euphausiid Trawl,RAB,2019,13,Total,2,2405,*,,
Euphausiid Trawl,RAB,2019,15,5,2,1500,*,,
Euphausiid Trawl,RAB,2019,15,6,1,260,*,,
Euphausiid Trawl,RAB,2019,15,Total,2,1760,*,,
Euphausiid Trawl,RAB,2019,16,11,1,2035,*,,
Euphausiid Trawl,RAB,2019,16,Total,1,2035,*,,
Euphausiid Trawl,RAB,2020,16,11,1,1960,*,,
Euphausiid Trawl,RAB,2020,16,18,1,600,*,,
Euphausiid Trawl,RAB,2020,16,Total,1,2560,*,,
Euphausiid Trawl,RAB,2021,13,19,1,465,*,,
Euphausiid Trawl,RAB,2021,13,Total,1,465,*,,
Euphausiid Trawl,RAB,2021,15,5,1,585,*,,
Euphausiid Trawl,RAB,2021,15,Total,1,585,*,,
Euphausiid Trawl,RAB,2021,16,11,1,660,*,,
Euphausiid Trawl,RAB,2021,16,12,1,1720,*,,
Euphausiid Trawl,RAB,2021,16,18,1,180,*,,
Euphausiid Trawl,RAB,2021,16,Total,1,2560,*,,
Euphausiid Trawl,RAB,2022,16,11,1,1400,*,,
Euphausiid Trawl,RAB,2022,16,12,1,3655,*,,
Euphausiid Trawl,RAB,2022,16,Total,1,5055,*,,
Euphausiid Trawl,RAB,2023,16,11,1,1915,*,,
Euphausiid Trawl,RAB,2023,16,12,1,325,*,,
Euphausiid Trawl,RAB,2023,16,18,1,675,*,,
Euphausiid Trawl,RAB,2023,16,Total,1,2915,*,,
Opalescent Squid,92D,1982,12,7,1,900,*,,
Opalescent Squid,92D,1982,12,Total,1,900,*,,
Opalescent Squid,92D,1982,23,7,2,5520,*,,
Opalescent Squid,92D,1982,23,Total,2,5520,*,,
Opalescent Squid,92D,1983,1,2,1,0,*,,
Opalescent Squid,92D,1983,1,Total,1,0,*,,
Opalescent Squid,92D,1983,2,1,1,0,*,,
Opalescent Squid,92D,1983,2,33,1,660,*,,
Opalescent Squid,92D,1983,2,43,2,480,*,,
Opalescent Squid,92D,1983,2,Total,3,1140,15400,,
Opalescent Squid,92D,1983,7,1,1,60,*,,
Opalescent Squid,92D,1983,7,2,1,1200,*,,
Opalescent Squid,92D,1983,7,3,1,1320,*,,
Opalescent Squid,92D,1983,7,12,1,120,*,,
Opalescent Squid,92D,1983,7,Total,1,2700,*,,
Opalescent Squid,92D,1983,8,2,1,180,*,,
Opalescent Squid,92D,1983,8,Total,1,180,*,,
Opalescent Squid,92D,1983,12,20,1,3660,*,,
Opalescent Squid,92D,1983,12,Total,1,3660,*,,
Opalescent Squid,92D,1983,14,7,1,1140,*,,
Opalescent Squid,92D,1983,14,Total,1,1140,*,,
Opalescent Squid,92D,1983,17,14,1,60,*,,
Opalescent Squid,92D,1983,17,Total,1,60,*,,
Opalescent Squid,92D,1983,20,5,1,2640,*,,
Opalescent Squid,92D,1983,20,Total,1,2640,*,,
Opalescent Squid,92D,1983,23,4,1,0,*,,
Opalescent Squid,92D,1983,23,6,2,0,*,,
Opalescent Squid,92D,1983,23,7,2,1500,*,,
