Shrimp Trawl,---,1987,8,16,1,285,*,*,*,*,*,,
Shrimp Trawl,---,1987,8,Total,2,485,*,*,*,*,*,,
Shrimp Trawl,---,1987,9,1,1,4835,*,*,*,*,*,,
Shrimp Trawl,---,1987,9,12,1,100,*,*,*,*,*,,
Shrimp Trawl,---,1987,9,Total,1,4935,*,*,*,*,*,,
Shrimp Trawl,---,1987,14,0,6,11885,12325,149,72,0,18,,
Shrimp Trawl,---,1987,14,1,2,7073,*,*,*,*,*,,
Shrimp Trawl,---,1987,14,2,3,26241,3468,3098,0,0,2,,
Shrimp Trawl,---,1987,14,3,3,2530,307,338,0,0,0,,
Shrimp Trawl,---,1987,14,4,2,6445,*,*,*,*,*,,
Shrimp Trawl,---,1987,14,5,1,180,*,*,*,*,*,,
Shrimp Trawl,---,1987,14,6,2,155,*,*,*,*,*,,
Shrimp Trawl,---,1987,14,7,3,3970,6365,445,48,0,0,,
Shrimp Trawl,---,1987,14,9,8,19415,16357,595,92,0,15,,
Shrimp Trawl,---,1987,14,10,3,8960,9083,342,30,0,11,,
Shrimp Trawl,---,1987,14,11,3,17415,16977,415,268,0,86,,
Shrimp Trawl,---,1987,14,12,2,945,*,*,*,*,*,,
Shrimp Trawl,---,1987,14,Total,16,105214,69886,6922,510,0,132,,
Shrimp Trawl,---,1987,15,0,1,170,*,*,*,*,*,,
Shrimp Trawl,---,1987,15,1,1,390,*,*,*,*,*,,
Shrimp Trawl,---,1987,15,2,1,740,*,*,*,*,*,,
Shrimp Trawl,---,1987,15,Total,2,1300,*,*,*,*,*,,
Shrimp Trawl,---,1987,16,1,3,3525,2193,237,0,0,50,,
Shrimp Trawl,---,1987,16,2,1,3370,*,*,*,*,*,,
Shrimp Trawl,---,1987,16,3,1,60,*,*,*,*,*,,
Shrimp Trawl,---,1987,16,19,1,125,*,*,*,*,*,,
Shrimp Trawl,---,1987,16,Total,4,7080,5355,400,0,0,54,,
Shrimp Trawl,---,1987,17,0,1,10340,*,*,*,*,*,,
Shrimp Trawl,---,1987,17,6,6,14280,8211,149,0,0,1114,,
Shrimp Trawl,---,1987,17,7,1,750,*,*,*,*,*,,
Shrimp Trawl,---,1987,17,9,11,68821,14027,6299,2,0,3745,,
Shrimp Trawl,---,1987,17,10,2,750,*,*,*,*,*,,
Shrimp Trawl,---,1987,17,11,1,120,*,*,*,*,*,,
Shrimp Trawl,---,1987,17,12,1,550,*,*,*,*,*,,
Shrimp Trawl,---,1987,17,13,3,12645,3361,740,5,0,0,,
Shrimp Trawl,---,1987,17,14,1,230,*,*,*,*,*,,
Shrimp Trawl,---,1987,17,15,2,1210,*,*,*,*,*,,
Shrimp Trawl,---,1987,17,16,2,6550,*,*,*,*,*,,
Shrimp Trawl,---,1987,17,17,1,660,*,*,*,*,*,,
Shrimp Trawl,---,1987,17,19,1,6240,*,*,*,*,*,,
Shrimp Trawl,---,1987,17,Total,19,123146,36029,8754,7,0,6148,,
Shrimp Trawl,---,1987,18,1,1,250,*,*,*,*,*,,
Shrimp Trawl,---,1987,18,4,3,12981,5519,2877,0,0,837,,
Shrimp Trawl,---,1987,18,6,3,14705,5506,1285,0,0,0,,
Shrimp Trawl,---,1987,18,7,1,360,*,*,*,*,*,,
Shrimp Trawl,---,1987,18,8,1,690,*,*,*,*,*,,
Shrimp Trawl,---,1987,18,Total,4,28986,11470,4283,0,0,837,,
Shrimp Trawl,---,1987,23,0,1,0,*,*,*,*,*,,
Shrimp Trawl,---,1987,23,3,1,120,*,*,*,*,*,,
Shrimp Trawl,---,1987,23,4,4,4275,2439,845,0,0,212,,
Shrimp Trawl,---,1987,23,6,4,3665,2725,245,0,0,100,,
Shrimp Trawl,---,1987,23,7,11,34787,26382,3899,3013,0,231,,
Shrimp Trawl,---,1987,23,8,1,90,*,*,*,*,*,,
Shrimp Trawl,---,1987,23,Total,16,42937,36851,5069,3013,0,543,,
Shrimp Trawl,---,1987,24,0,2,760,*,*,*,*,*,,
Shrimp Trawl,---,1987,24,2,1,240,*,*,*,*,*,,
Shrimp Trawl,---,1987,24,Total,3,1000,3655,0,0,0,2,,
Shrimp Trawl,---,1987,27,2,1,717,*,*,*,*,*,,
Shrimp Trawl,---,1987,27,Total,1,717,*,*,*,*,*,,
Shrimp Trawl,---,1987,28,0,4,11319,7118,418,0,0,240,,
Shrimp Trawl,---,1987,28,1,21,140010,78150,3057,298,0,834,,
Shrimp Trawl,---,1987,28,2,4,18285,14055,532,0,0,37,,
Shrimp Trawl,---,1987,28,3,2,1940,*,*,*,*,*,,
Shrimp Trawl,---,1987,28,4,5,27231,17923,2811,0,0,317,,
Shrimp Trawl,---,1987,28,5,1,3780,*,*,*,*,*,,
Shrimp Trawl,---,1987,28,6,3,1250,2065,10,3,0,0,,
Shrimp Trawl,---,1987,28,7,10,37270,28269,8544,34,0,156,,
Shrimp Trawl,---,1987,28,9,1,180,*,*,*,*,*,,
Shrimp Trawl,---,1987,28,Total,32,241265,149515,16222,335,0,1627,,
Shrimp Trawl,---,1987,29,0,3,12259,3381,695,0,0,26,,
Shrimp Trawl,---,1987,29,1,12,31375,7866,3267,20,0,322,,
Shrimp Trawl,---,1987,29,2,10,13015,4723,1040,0,0,23,,
Shrimp Trawl,---,1987,29,3,46,179840,57534,13667,1158,0,193,,
Shrimp Trawl,---,1987,29,9,1,2180,*,*,*,*,*,,
Shrimp Trawl,---,1987,29,10,2,1175,*,*,*,*,*,,
Shrimp Trawl,---,1987,29,Total,57,239844,73767,18880,1178,0,564,,
Shrimp Trawl,---,1987,121,2,1,125,*,*,*,*,*,,
Shrimp Trawl,---,1987,121,3,1,20,*,*,*,*,*,,
Shrimp Trawl,---,1987,121,Total,2,145,*,*,*,*,*,,
Shrimp Trawl,---,1987,123,0,7,16985,68730,347,0,0,0,,
Shrimp Trawl,---,1987,123,1,10,7840,17025,655,0,0,0,,
Shrimp Trawl,---,1987,123,2,4,1490,1880,6,0,0,0,,
Shrimp Trawl,---,1987,123,3,14,21866,60361,133,0,0,6,,
Shrimp Trawl,---,1987,123,4,17,38442,73509,1791,0,0,0,,
Shrimp Trawl,---,1987,123,5,9,4065,9630,151,0,0,8,,
Shrimp Trawl,---,1987,123,6,3,350,**,**,**,**,**,,
Shrimp Trawl,---,1987,123,7,1,1176,*,*,*,*,*,,
Shrimp Trawl,---,1987,123,8,4,910,2715,44,0,0,0,,
Shrimp Trawl,---,1987,123,Total,25,93124,235295,3400,0,0,31,,
Shrimp Trawl,---,1987,124,0,12,87996,791844,0,0,0,0,,
Shrimp Trawl,---,1987,124,1,12,7260,**,**,**,**,**,,
Shrimp Trawl,---,1987,124,2,39,237725,1756901,53,0,0,0,,
Shrimp Trawl,---,1987,124,3,37,187243,1382872,65,0,0,1,,
Shrimp Trawl,---,1987,124,4,2,1895,*,*,*,*,*,,
Shrimp Trawl,---,1987,124,Total,55,522119,4007497,118,0,0,1,,
Shrimp Trawl,---,1987,125,5,2,740,*,*,*,*,*,,
Shrimp Trawl,---,1987,125,Total,2,740,*,*,*,*,*,,
Shrimp Trawl,---,1988,2,41,1,3662,*,*,*,*,*,,
Shrimp Trawl,---,1988,2,Total,1,3662,*,*,*,*,*,,
Shrimp Trawl,---,1988,3,1,1,645,*,*,*,*,*,,
Shrimp Trawl,---,1988,3,Total,1,645,*,*,*,*,*,,
Shrimp Trawl,---,1988,4,0,1,230,*,*,*,*,*,,
Shrimp Trawl,---,1988,4,5,2,4380,*,*,*,*,*,,
Shrimp Trawl,---,1988,4,9,8,18685,4379,4171,0,0,36,,
Shrimp Trawl,---,1988,4,11,1,1260,*,*,*,*,*,,
Shrimp Trawl,---,1988,4,12,1,3660,*,*,*,*,*,,
Shrimp Trawl,---,1988,4,Total,11,28215,7862,6826,165,0,78,,
Shrimp Trawl,---,1988,5,14,1,75,*,*,*,*,*,,
Shrimp Trawl,---,1988,5,23,4,10499,4545,5922,574,0,156,,
Shrimp Trawl,---,1988,5,24,1,3300,*,*,*,*,*,,
Shrimp Trawl,---,1988,5,Total,4,13874,8025,7868,574,0,162,,
Shrimp Trawl,---,1988,6,1,1,0,*,*,*,*,*,,
Shrimp Trawl,---,1988,6,2,1,0,*,*,*,*,*,,
Shrimp Trawl,---,1988,6,Total,1,0,*,*,*,*,*,,
Shrimp Trawl,---,1988,8,4,1,160,*,*,*,*,*,,
Shrimp Trawl,---,1988,8,Total,1,160,*,*,*,*,*,,
Shrimp Trawl,---,1988,9,2,1,60,*,*,*,*,*,,
Shrimp Trawl,---,1988,9,Total,1,60,*,*,*,*,*,,
Shrimp Trawl,---,1988,10,0,1,4800,*,*,*,*,*,,
Shrimp Trawl,---,1988,10,4,1,270,*,*,*,*,*,,
Shrimp Trawl,---,1988,10,5,1,340,*,*,*,*,*,,
Shrimp Trawl,---,1988,10,Total,3,5410,112,3656,0,0,0,,
Shrimp Trawl,---,1988,12,0,1,11250,*,*,*,*,*,,
Shrimp Trawl,---,1988,12,26,4,5305,254,3016,3,0,21,,
Shrimp Trawl,---,1988,12,27,1,150,*,*,*,*,*,,
Shrimp Trawl,---,1988,12,36,1,540,*,*,*,*,*,,
Shrimp Trawl,---,1988,12,37,1,300,*,*,*,*,*,,
Shrimp Trawl,---,1988,12,Total,5,17545,4133,6348,29,0,131,,
Shrimp Trawl,---,1988,13,1,1,145,*,*,*,*,*,,
Shrimp Trawl,---,1988,13,Total,1,145,*,*,*,*,*,,
Shrimp Trawl,---,1988,14,0,3,14545,10565,747,5,0,1,,
Shrimp Trawl,---,1988,14,1,2,6586,*,*,*,*,*,,
Shrimp Trawl,---,1988,14,2,2,18348,*,*,*,*,*,,
Shrimp Trawl,---,1988,14,3,4,3883,681,434,0,0,6,,
Shrimp Trawl,---,1988,14,4,4,32030,2478,4417,0,0,5,,
Shrimp Trawl,---,1988,14,5,2,19775,*,*,*,*,*,,
Shrimp Trawl,---,1988,14,6,1,30,*,*,*,*,*,,
Shrimp Trawl,---,1988,14,7,1,45,*,*,*,*,*,,
Shrimp Trawl,---,1988,14,9,7,14585,21756,17,752,0,4,,
Shrimp Trawl,---,1988,14,10,4,24858,16772,759,326,0,2,,
Shrimp Trawl,---,1988,14,11,1,11115,*,*,*,*,*,,
Shrimp Trawl,---,1988,14,12,2,7150,*,*,*,*,*,,
Shrimp Trawl,---,1988,14,13,2,545,*,*,*,*,*,,
Shrimp Trawl,---,1988,14,Total,15,153495,70402,12689,1093,0,344,,
Shrimp Trawl,---,1988,15,1,1,780,*,*,*,*,*,,
Shrimp Trawl,---,1988,15,2,1,7690,*,*,*,*,*,,
Shrimp Trawl,---,1988,15,3,1,545,*,*,*,*,*,,
Shrimp Trawl,---,1988,15,Total,2,9015,*,*,*,*,*,,
Shrimp Trawl,---,1988,16,1,1,475,*,*,*,*,*,,
Shrimp Trawl,---,1988,16,2,3,1825,1060,154,0,0,13,,
Shrimp Trawl,---,1988,16,21,1,1625,*,*,*,*,*,,
Shrimp Trawl,---,1988,16,Total,3,3925,3135,177,0,0,20,,
Shrimp Trawl,---,1988,17,1,1,1420,*,*,*,*,*,,
Shrimp Trawl,---,1988,17,2,1,720,*,*,*,*,*,,
Shrimp Trawl,---,1988,17,3,1,30,*,*,*,*,*,,
Shrimp Trawl,---,1988,17,4,3,3825,222,0,0,0,1105,,
Shrimp Trawl,---,1988,17,5,1,660,*,*,*,*,*,,
Shrimp Trawl,---,1988,17,6,9,19480,2551,229,4,0,2999,,
Shrimp Trawl,---,1988,17,7,2,1675,*,*,*,*,*,,
Shrimp Trawl,---,1988,17,9,14,66970,15984,8202,0,0,2513,,
Shrimp Trawl,---,1988,17,10,1,120,*,*,*,*,*,,
Shrimp Trawl,---,1988,17,12,2,1510,*,*,*,*,*,,
Shrimp Trawl,---,1988,17,13,4,15065,6529,947,0,0,0,,
Shrimp Trawl,---,1988,17,15,1,3920,*,*,*,*,*,,
Shrimp Trawl,---,1988,17,16,1,870,*,*,*,*,*,,
Shrimp Trawl,---,1988,17,17,1,360,*,*,*,*,*,,
Shrimp Trawl,---,1988,17,Total,22,116625,28965,10809,4,0,7625,,
Shrimp Trawl,---,1988,18,0,1,120,*,*,*,*,*,,
Shrimp Trawl,---,1988,18,1,1,785,*,*,*,*,*,,
Shrimp Trawl,---,1988,18,4,1,7760,*,*,*,*,*,,
Shrimp Trawl,---,1988,18,6,2,17450,*,*,*,*,*,,
Shrimp Trawl,---,1988,18,7,1,6420,*,*,*,*,*,,
Shrimp Trawl,---,1988,18,Total,2,32535,*,*,*,*,*,,
Shrimp Trawl,---,1988,23,0,1,1680,*,*,*,*,*,,
Shrimp Trawl,---,1988,23,1,1,425,*,*,*,*,*,,
Shrimp Trawl,---,1988,23,3,1,4638,*,*,*,*,*,,
Shrimp Trawl,---,1988,23,4,6,4850,3005,444,0,0,302,,
Shrimp Trawl,---,1988,23,5,3,640,182,64,0,0,10,,
Shrimp Trawl,---,1988,23,6,3,2435,1385,435,0,0,112,,
Shrimp Trawl,---,1988,23,7,8,22672,17111,1885,0,0,761,,
Shrimp Trawl,---,1988,23,8,1,685,*,*,*,*,*,,
Shrimp Trawl,---,1988,23,Total,15,38025,27499,3532,0,0,1770,,
Shrimp Trawl,---,1988,24,0,2,1130,*,*,*,*,*,,
Shrimp Trawl,---,1988,24,Total,2,1130,*,*,*,*,*,,
Shrimp Trawl,---,1988,27,7,1,1489,*,*,*,*,*,,
Shrimp Trawl,---,1988,27,10,1,55,*,*,*,*,*,,
Shrimp Trawl,---,1988,27,11,1,35,*,*,*,*,*,,
Shrimp Trawl,---,1988,27,Total,1,1579,*,*,*,*,*,,
Shrimp Trawl,---,1988,28,0,1,360,*,*,*,*,*,,
Shrimp Trawl,---,1988,28,1,16,83160,70503,1719,125,0,144,,
Shrimp Trawl,---,1988,28,2,5,19495,19415,448,0,0,44,,
Shrimp Trawl,---,1988,28,3,3,2740,4554,35,0,0,3,,
Shrimp Trawl,---,1988,28,4,6,16620,15732,3130,0,0,33,,
Shrimp Trawl,---,1988,28,5,2,2480,*,*,*,*,*,,
Shrimp Trawl,---,1988,28,6,1,1260,*,*,*,*,*,,
Shrimp Trawl,---,1988,28,7,10,52235,61538,6489,3,0,13,,
Shrimp Trawl,---,1988,28,Total,28,178350,174458,13336,128,0,237,,
Shrimp Trawl,---,1988,29,0,1,840,*,*,*,*,*,,
Shrimp Trawl,---,1988,29,1,10,13050,6619,1816,0,0,180,,
Shrimp Trawl,---,1988,29,2,20,37265,14460,4870,0,0,406,,
Shrimp Trawl,---,1988,29,3,52,170617,65921,13013,186,0,374,,
Shrimp Trawl,---,1988,29,5,2,1640,*,*,*,*,*,,
Shrimp Trawl,---,1988,29,10,2,1220,*,*,*,*,*,,
Shrimp Trawl,---,1988,29,Total,62,224632,87727,20065,186,0,1164,,
Shrimp Trawl,---,1988,123,0,10,5785,9916,345,0,0,17,,
Shrimp Trawl,---,1988,123,1,6,1825,4440,4,0,0,0,,
Shrimp Trawl,---,1988,123,2,11,9644,32149,28,0,0,0,,
Shrimp Trawl,---,1988,123,3,21,45508,149380,750,6,0,22,,
Shrimp Trawl,---,1988,123,4,21,40457,91141,993,0,0,37,,
Shrimp Trawl,---,1988,123,5,8,1315,**,**,**,**,**,,
Shrimp Trawl,---,1988,123,6,2,310,*,*,*,*,*,,
Shrimp Trawl,---,1988,123,8,4,8522,152280,0,0,0,0,,
Shrimp Trawl,---,1988,123,Total,39,113366,440811,2223,6,0,76,,
Shrimp Trawl,---,1988,124,0,42,147232,877534,4387,0,0,6,,
Shrimp Trawl,---,1988,124,1,16,16760,151205,0,0,0,0,,
Shrimp Trawl,---,1988,124,2,42,117671,709496,0,0,0,30,,
Shrimp Trawl,---,1988,124,3,46,244590,2225867,60,0,0,2,,
Shrimp Trawl,---,1988,124,4,3,4510,31103,0,0,0,0,,
Shrimp Trawl,---,1988,124,Total,80,530763,3995205,4447,0,0,38,,
Shrimp Trawl,---,1988,125,0,1,430,*,*,*,*,*,,
Shrimp Trawl,---,1988,125,5,5,1362,**,**,**,**,**,,
Shrimp Trawl,---,1988,125,Total,6,1792,9405,0,0,0,0,,
Shrimp Trawl,---,1989,2,41,1,914,*,*,*,*,*,,
Shrimp Trawl,---,1989,2,67,1,540,*,*,*,*,*,,
Shrimp Trawl,---,1989,2,Total,1,1454,*,*,*,*,*,,
Shrimp Trawl,---,1989,4,4,1,5800,*,*,*,*,*,,
Shrimp Trawl,---,1989,4,5,2,1020,*,*,*,*,*,,
Shrimp Trawl,---,1989,4,9,12,40920,9815,16280,0,0,18,,
Shrimp Trawl,---,1989,4,12,6,7515,2814,1705,0,0,6,,
Shrimp Trawl,---,1989,4,Total,13,55255,14084,20020,0,0,24,,
Shrimp Trawl,---,1989,5,1,2,630,*,*,*,*,*,,
Shrimp Trawl,---,1989,5,9,1,180,*,*,*,*,*,,
Shrimp Trawl,---,1989,5,23,2,6580,*,*,*,*,*,,
Shrimp Trawl,---,1989,5,Total,4,7390,2147,2029,24,0,22,,
Shrimp Trawl,---,1989,6,16,1,2520,*,*,*,*,*,,
Shrimp Trawl,---,1989,6,18,1,182,*,*,*,*,*,,
Shrimp Trawl,---,1989,6,Total,1,2702,*,*,*,*,*,,
Shrimp Trawl,---,1989,7,31,1,4558,*,*,*,*,*,,
Shrimp Trawl,---,1989,7,Total,1,4558,*,*,*,*,*,,
Shrimp Trawl,---,1989,9,1,1,6480,*,*,*,*,*,,
Shrimp Trawl,---,1989,9,Total,1,6480,*,*,*,*,*,,
Shrimp Trawl,---,1989,10,3,1,2020,*,*,*,*,*,,
Shrimp Trawl,---,1989,10,4,2,11520,*,*,*,*,*,,
Shrimp Trawl,---,1989,10,5,1,405,*,*,*,*,*,,
Shrimp Trawl,---,1989,10,12,1,270,*,*,*,*,*,,
Shrimp Trawl,---,1989,10,Total,2,14215,*,*,*,*,*,,
Shrimp Trawl,---,1989,12,7,1,50,*,*,*,*,*,,
Shrimp Trawl,---,1989,12,26,3,27599,4452,6428,0,0,20,,
Shrimp Trawl,---,1989,12,35,1,50,*,*,*,*,*,,
Shrimp Trawl,---,1989,12,37,1,4165,*,*,*,*,*,,
Shrimp Trawl,---,1989,12,40,2,8615,*,*,*,*,*,,
Shrimp Trawl,---,1989,12,Total,3,40479,5168,9136,0,0,22,,
Shrimp Trawl,---,1989,14,1,2,11137,*,*,*,*,*,,
Shrimp Trawl,---,1989,14,2,2,17723,*,*,*,*,*,,
Shrimp Trawl,---,1989,14,3,2,1160,*,*,*,*,*,,
Shrimp Trawl,---,1989,14,4,2,180,*,*,*,*,*,,
Shrimp Trawl,---,1989,14,5,1,70,*,*,*,*,*,,
Shrimp Trawl,---,1989,14,7,1,220,*,*,*,*,*,,
Shrimp Trawl,---,1989,14,9,7,58960,50020,2462,1460,0,30,,
Shrimp Trawl,---,1989,14,10,1,420,*,*,*,*,*,,
Shrimp Trawl,---,1989,14,12,1,4020,*,*,*,*,*,,
Shrimp Trawl,---,1989,14,Total,11,93890,65384,6351,1460,0,562,,
Shrimp Trawl,---,1989,15,2,2,500,*,*,*,*,*,,
Shrimp Trawl,---,1989,15,Total,2,500,*,*,*,*,*,,
Shrimp Trawl,---,1989,16,1,5,12965,**,**,**,**,**,,
Shrimp Trawl,---,1989,16,2,2,3865,*,*,*,*,*,,
Shrimp Trawl,---,1989,16,Total,6,16830,3783,1674,0,0,32,,
Shrimp Trawl,---,1989,17,0,1,165,*,*,*,*,*,,
Shrimp Trawl,---,1989,17,1,1,210,*,*,*,*,*,,
Shrimp Trawl,---,1989,17,4,3,6600,245,0,0,0,2550,,
Shrimp Trawl,---,1989,17,5,1,250,*,*,*,*,*,,
Shrimp Trawl,---,1989,17,6,10,5860,3646,782,0,0,193,,
Shrimp Trawl,---,1989,17,7,1,780,*,*,*,*,*,,
Shrimp Trawl,---,1989,17,9,13,57482,9501,11616,0,0,4345,,
Shrimp Trawl,---,1989,17,12,2,6545,*,*,*,*,*,,
Shrimp Trawl,---,1989,17,13,4,17910,9390,1895,0,0,707,,
Shrimp Trawl,---,1989,17,15,2,6885,*,*,*,*,*,,
Shrimp Trawl,---,1989,17,17,3,1460,30,1,0,0,451,,
Shrimp Trawl,---,1989,17,Total,21,104147,28965,15280,0,0,8462,,
Shrimp Trawl,---,1989,18,4,4,2620,**,**,**,**,**,,
Shrimp Trawl,---,1989,18,6,2,5592,*,*,*,*,*,,
Shrimp Trawl,---,1989,18,7,4,5330,1718,977,0,0,153,,
Shrimp Trawl,---,1989,18,Total,6,13542,3067,2852,0,0,182,,
Shrimp Trawl,---,1989,20,7,1,1740,*,*,*,*,*,,
Shrimp Trawl,---,1989,20,Total,1,1740,*,*,*,*,*,,
Shrimp Trawl,---,1989,23,1,1,1350,*,*,*,*,*,,
Shrimp Trawl,---,1989,23,2,1,240,*,*,*,*,*,,
Shrimp Trawl,---,1989,23,4,5,9585,4906,1178,0,0,613,,
Shrimp Trawl,---,1989,23,5,1,375,*,*,*,*,*,,
Shrimp Trawl,---,1989,23,6,3,4320,2760,352,0,0,128,,
Shrimp Trawl,---,1989,23,7,6,17530,12826,1095,0,0,482,,
Shrimp Trawl,---,1989,23,8,2,865,*,*,*,*,*,,
Shrimp Trawl,---,1989,23,Total,8,34265,22586,2830,0,0,1237,,
Shrimp Trawl,---,1989,27,7,3,15250,**,**,**,**,**,,
Shrimp Trawl,---,1989,27,11,1,100,*,*,*,*,*,,
Shrimp Trawl,---,1989,27,Total,3,15350,4055,3131,0,0,123,,
Shrimp Trawl,---,1989,28,1,11,61415,43731,1727,0,0,312,,
Shrimp Trawl,---,1989,28,2,4,30880,23054,1844,0,0,23,,
Shrimp Trawl,---,1989,28,3,1,1,*,*,*,*,*,,
Shrimp Trawl,---,1989,28,6,2,2710,*,*,*,*,*,,
Shrimp Trawl,---,1989,28,7,4,9545,10680,331,0,0,0,,
Shrimp Trawl,---,1989,28,Total,18,104551,77765,4195,5,0,335,,
Shrimp Trawl,---,1989,29,1,12,23582,13189,2625,357,0,203,,
Shrimp Trawl,---,1989,29,2,17,28902,6904,4290,20,0,510,,
Shrimp Trawl,---,1989,29,3,49,199692,68068,11980,507,0,1155,,
Shrimp Trawl,---,1989,29,4,1,720,*,*,*,*,*,,
Shrimp Trawl,---,1989,29,7,1,710,*,*,*,*,*,,
Shrimp Trawl,---,1989,29,Total,57,253606,88453,19056,884,0,1868,,
Shrimp Trawl,---,1989,123,0,6,8725,14530,374,0,0,69,,
Shrimp Trawl,---,1989,123,1,6,11203,21465,50,0,0,0,,
Shrimp Trawl,---,1989,123,2,7,9955,23540,117,0,0,3,,
Shrimp Trawl,---,1989,123,3,11,49217,329475,132,0,0,18,,
Shrimp Trawl,---,1989,123,4,15,52906,115030,1791,1,0,71,,
Shrimp Trawl,---,1989,123,5,10,10850,16998,1460,0,0,0,,
Shrimp Trawl,---,1989,123,6,2,330,*,*,*,*,*,,
Shrimp Trawl,---,1989,123,7,3,6105,3407,740,0,0,239,,
Shrimp Trawl,---,1989,123,8,1,120,*,*,*,*,*,,
Shrimp Trawl,---,1989,123,Total,22,149411,524645,4734,1,0,400,,
Shrimp Trawl,---,1989,124,0,23,144947,1346331,1456,0,0,0,,
Shrimp Trawl,---,1989,124,1,6,1400,3950,0,0,0,0,,
Shrimp Trawl,---,1989,124,2,19,54256,374700,90,0,0,1,,
Shrimp Trawl,---,1989,124,3,19,120584,1137116,0,0,0,0,,
Shrimp Trawl,---,1989,124,4,4,1651,19920,0,0,0,0,,
Shrimp Trawl,---,1989,124,Total,37,322838,2882017,1546,0,0,1,,
Shrimp Trawl,---,1989,125,5,3,850,9282,0,0,0,0,,
Shrimp Trawl,---,1989,125,Total,3,850,9282,0,0,0,0,,
Shrimp Trawl,---,1989,127,1,1,785,*,*,*,*,*,,
Shrimp Trawl,---,1989,127,Total,1,785,*,*,*,*,*,,
Shrimp Trawl,---,1990,2,41,1,95,*,*,*,*,*,,
