Prawn,---,1980,15,5,1,186,*,*,*,,
Prawn,---,1980,15,Total,1,186,*,*,*,,
Prawn,---,1980,16,0,1,5005,*,*,*,,
Prawn,---,1980,16,6,2,4159,*,*,*,,
Prawn,---,1980,16,7,1,2068,*,*,*,,
Prawn,---,1980,16,11,2,1701,*,*,*,,
Prawn,---,1980,16,12,1,282,*,*,*,,
Prawn,---,1980,16,13,2,1096,*,*,*,,
Prawn,---,1980,16,14,1,70,*,*,*,,
Prawn,---,1980,16,19,1,176,*,*,*,,
Prawn,---,1980,16,Total,5,14557,7485,0,0,,
Prawn,---,1980,17,13,1,210,*,*,*,,
Prawn,---,1980,17,Total,1,210,*,*,*,,
Prawn,---,1980,19,8,2,4893,*,*,*,,
Prawn,---,1980,19,Total,2,4893,*,*,*,,
Prawn,---,1980,20,7,1,572,*,*,*,,
Prawn,---,1980,20,Total,1,572,*,*,*,,
Prawn,---,1980,23,2,1,4743,*,*,*,,
Prawn,---,1980,23,3,3,6580,5070,0,0,,
Prawn,---,1980,23,4,3,20428,17127,0,0,,
Prawn,---,1980,23,6,1,180,*,*,*,,
Prawn,---,1980,23,7,1,30,*,*,*,,
Prawn,---,1980,23,Total,3,31961,26470,0,0,,
Prawn,---,1980,25,1,1,40,*,*,*,,
Prawn,---,1980,25,2,1,40,*,*,*,,
Prawn,---,1980,25,4,1,40,*,*,*,,
Prawn,---,1980,25,5,1,79,*,*,*,,
Prawn,---,1980,25,9,1,37,*,*,*,,
Prawn,---,1980,25,Total,1,236,*,*,*,,
Prawn,---,1980,26,2,1,39,*,*,*,,
Prawn,---,1980,26,5,1,105,*,*,*,,
Prawn,---,1980,26,Total,1,144,*,*,*,,
Prawn,---,1980,28,1,1,5819,*,*,*,,
Prawn,---,1980,28,4,1,130,*,*,*,,
Prawn,---,1980,28,12,1,910,*,*,*,,
Prawn,---,1980,28,Total,2,6859,*,*,*,,
Prawn,---,1981,6,4,1,10573,*,*,*,,
Prawn,---,1981,6,Total,1,10573,*,*,*,,
Prawn,---,1981,7,9,1,1860,*,*,*,,
Prawn,---,1981,7,13,1,957,*,*,*,,
Prawn,---,1981,7,14,1,980,*,*,*,,
Prawn,---,1981,7,19,1,1080,*,*,*,,
Prawn,---,1981,7,27,1,810,*,*,*,,
Prawn,---,1981,7,28,1,180,*,*,*,,
Prawn,---,1981,7,Total,2,5867,*,*,*,,
Prawn,---,1981,8,4,2,1305,*,*,*,,
Prawn,---,1981,8,14,3,3092,1808,9,18,,
Prawn,---,1981,8,16,1,370,*,*,*,,
Prawn,---,1981,8,Total,4,4767,2419,9,18,,
Prawn,---,1981,9,10,1,2951,*,*,*,,
Prawn,---,1981,9,Total,1,2951,*,*,*,,
Prawn,---,1981,10,7,1,35,*,*,*,,
Prawn,---,1981,10,12,1,2596,*,*,*,,
Prawn,---,1981,10,Total,1,2631,*,*,*,,
Prawn,---,1981,12,0,1,660,*,*,*,,
Prawn,---,1981,12,11,1,26,*,*,*,,
Prawn,---,1981,12,16,1,43,*,*,*,,
Prawn,---,1981,12,21,1,63,*,*,*,,
Prawn,---,1981,12,Total,2,792,*,*,*,,
Prawn,---,1981,13,42,1,217,*,*,*,,
Prawn,---,1981,13,43,1,227,*,*,*,,
Prawn,---,1981,13,Total,1,444,*,*,*,,
Prawn,---,1981,15,5,1,1379,*,*,*,,
Prawn,---,1981,15,Total,1,1379,*,*,*,,
Prawn,---,1981,16,0,1,2940,*,*,*,,
Prawn,---,1981,16,6,2,18733,*,*,*,,
Prawn,---,1981,16,7,1,3524,*,*,*,,
Prawn,---,1981,16,8,1,120,*,*,*,,
Prawn,---,1981,16,11,1,2440,*,*,*,,
Prawn,---,1981,16,12,1,600,*,*,*,,
Prawn,---,1981,16,13,1,1580,*,*,*,,
Prawn,---,1981,16,15,1,5800,*,*,*,,
Prawn,---,1981,16,Total,3,35737,21918,0,0,,
Prawn,---,1981,19,8,1,2664,*,*,*,,
Prawn,---,1981,19,Total,1,2664,*,*,*,,
Prawn,---,1981,20,7,8,12341,44,0,70713,,
Prawn,---,1981,20,Total,8,12341,44,0,70713,,
Prawn,---,1981,23,2,1,2733,*,*,*,,
Prawn,---,1981,23,4,1,1411,*,*,*,,
Prawn,---,1981,23,Total,1,4144,*,*,*,,
Prawn,---,1981,25,1,1,629,*,*,*,,
Prawn,---,1981,25,2,1,2270,*,*,*,,
Prawn,---,1981,25,Total,2,2899,*,*,*,,
Prawn,---,1981,27,11,1,408,*,*,*,,
Prawn,---,1981,27,Total,1,408,*,*,*,,
Prawn,---,1981,28,0,1,2606,*,*,*,,
Prawn,---,1981,28,1,1,1643,*,*,*,,
Prawn,---,1981,28,12,1,2151,*,*,*,,
Prawn,---,1981,28,Total,1,6400,*,*,*,,
Prawn,---,1982,6,4,1,29267,*,*,*,,
Prawn,---,1982,6,Total,1,29267,*,*,*,,
Prawn,---,1982,12,5,1,164,*,*,*,,
Prawn,---,1982,12,23,1,254,*,*,*,,
Prawn,---,1982,12,26,2,4265,*,*,*,,
Prawn,---,1982,12,27,1,189,*,*,*,,
Prawn,---,1982,12,35,1,11408,*,*,*,,
Prawn,---,1982,12,40,1,1884,*,*,*,,
Prawn,---,1982,12,41,1,6381,*,*,*,,
Prawn,---,1982,12,43,2,4378,*,*,*,,
Prawn,---,1982,12,45,3,5953,2452,106,10,,
Prawn,---,1982,12,Total,4,34876,19420,108,10,,
Prawn,---,1982,13,42,1,1155,*,*,*,,
Prawn,---,1982,13,43,1,875,*,*,*,,
Prawn,---,1982,13,Total,1,2030,*,*,*,,
Prawn,---,1982,15,4,1,179,*,*,*,,
Prawn,---,1982,15,5,2,4852,*,*,*,,
Prawn,---,1982,15,6,1,1401,*,*,*,,
Prawn,---,1982,15,Total,2,6432,*,*,*,,
Prawn,---,1982,16,0,1,895,*,*,*,,
Prawn,---,1982,16,6,1,1811,*,*,*,,
Prawn,---,1982,16,Total,2,2706,*,*,*,,
Prawn,---,1982,20,7,8,10458,6,0,37641,,
Prawn,---,1982,20,Total,8,10458,6,0,37641,,
Prawn,---,1982,23,2,1,13050,*,*,*,,
Prawn,---,1982,23,Total,1,13050,*,*,*,,
Prawn,---,1982,27,0,1,320,*,*,*,,
Prawn,---,1982,27,11,3,9337,**,**,**,,
Prawn,---,1982,27,Total,4,9657,9075,1566,182,,
Prawn,---,1982,28,1,1,3136,*,*,*,,
Prawn,---,1982,28,Total,1,3136,*,*,*,,
Prawn,---,1983,1,6,1,670,*,*,*,,
Prawn,---,1983,1,Total,1,670,*,*,*,,
Prawn,---,1983,2,11,1,440,*,*,*,,
Prawn,---,1983,2,19,1,900,*,*,*,,
Prawn,---,1983,2,Total,2,1340,*,*,*,,
Prawn,---,1983,3,0,1,7150,*,*,*,,
Prawn,---,1983,3,6,3,12021,9300,458,0,,
Prawn,---,1983,3,10,1,13920,*,*,*,,
Prawn,---,1983,3,14,1,450,*,*,*,,
Prawn,---,1983,3,15,1,3150,*,*,*,,
Prawn,---,1983,3,Total,6,36691,22222,794,648,,
Prawn,---,1983,4,10,3,2561,**,**,**,,
Prawn,---,1983,4,11,1,4940,*,*,*,,
Prawn,---,1983,4,Total,4,7501,3563,353,0,,
Prawn,---,1983,5,0,1,1650,*,*,*,,
Prawn,---,1983,5,23,5,8600,**,**,**,,
Prawn,---,1983,5,Total,6,10250,7144,214,34,,
Prawn,---,1983,6,0,2,52550,*,*,*,,
Prawn,---,1983,6,1,5,12670,7727,452,3,,
Prawn,---,1983,6,2,1,4000,*,*,*,,
Prawn,---,1983,6,4,3,33238,17811,1510,2125,,
Prawn,---,1983,6,16,1,360,*,*,*,,
Prawn,---,1983,6,22,1,90,*,*,*,,
Prawn,---,1983,6,23,1,5826,*,*,*,,
Prawn,---,1983,6,24,1,8141,*,*,*,,
Prawn,---,1983,6,25,1,250,*,*,*,,
Prawn,---,1983,6,Total,11,117125,64957,3276,2137,,
Prawn,---,1983,7,0,1,550,*,*,*,,
Prawn,---,1983,7,1,2,13443,*,*,*,,
Prawn,---,1983,7,2,2,1441,*,*,*,,
Prawn,---,1983,7,3,1,3814,*,*,*,,
Prawn,---,1983,7,4,2,295,*,*,*,,
Prawn,---,1983,7,9,2,1530,*,*,*,,
Prawn,---,1983,7,10,3,2144,425,0,8,,
Prawn,---,1983,7,11,4,3076,2053,24,0,,
Prawn,---,1983,7,12,1,4060,*,*,*,,
Prawn,---,1983,7,13,2,808,*,*,*,,
Prawn,---,1983,7,14,2,4679,*,*,*,,
Prawn,---,1983,7,15,1,1600,*,*,*,,
Prawn,---,1983,7,17,1,240,*,*,*,,
Prawn,---,1983,7,18,1,992,*,*,*,,
Prawn,---,1983,7,19,1,3346,*,*,*,,
Prawn,---,1983,7,20,1,55,*,*,*,,
Prawn,---,1983,7,23,1,205,*,*,*,,
Prawn,---,1983,7,24,1,1962,*,*,*,,
Prawn,---,1983,7,25,2,2691,*,*,*,,
Prawn,---,1983,7,26,1,758,*,*,*,,
Prawn,---,1983,7,27,2,1474,*,*,*,,
Prawn,---,1983,7,28,1,10000,*,*,*,,
Prawn,---,1983,7,31,1,3060,*,*,*,,
Prawn,---,1983,7,Total,10,62223,54247,24,8,,
Prawn,---,1983,8,0,1,620,*,*,*,,
Prawn,---,1983,8,1,1,83,*,*,*,,
Prawn,---,1983,8,4,3,31857,15064,0,0,,
Prawn,---,1983,8,6,1,540,*,*,*,,
Prawn,---,1983,8,7,2,21395,*,*,*,,
Prawn,---,1983,8,12,1,7200,*,*,*,,
Prawn,---,1983,8,13,4,22160,10406,0,0,,
Prawn,---,1983,8,14,3,8529,3243,0,0,,
Prawn,---,1983,8,16,3,4392,3153,62,0,,
Prawn,---,1983,8,Total,8,96776,42622,62,1613,,
Prawn,---,1983,9,0,1,311,*,*,*,,
Prawn,---,1983,9,1,2,2526,*,*,*,,
Prawn,---,1983,9,2,1,5033,*,*,*,,
Prawn,---,1983,9,5,1,3967,*,*,*,,
Prawn,---,1983,9,7,1,669,*,*,*,,
Prawn,---,1983,9,8,1,205,*,*,*,,
Prawn,---,1983,9,10,2,1318,*,*,*,,
Prawn,---,1983,9,11,1,1454,*,*,*,,
Prawn,---,1983,9,12,1,2089,*,*,*,,
Prawn,---,1983,9,Total,4,17572,7688,2,0,,
Prawn,---,1983,10,0,2,24050,*,*,*,,
Prawn,---,1983,10,1,1,120,*,*,*,,
Prawn,---,1983,10,5,1,990,*,*,*,,
Prawn,---,1983,10,6,1,4624,*,*,*,,
Prawn,---,1983,10,7,1,4067,*,*,*,,
Prawn,---,1983,10,9,1,462,*,*,*,,
Prawn,---,1983,10,12,1,1386,*,*,*,,
Prawn,---,1983,10,Total,4,35699,18665,23,0,,
Prawn,---,1983,11,0,1,175,*,*,*,,
Prawn,---,1983,11,3,2,2115,*,*,*,,
Prawn,---,1983,11,4,1,206,*,*,*,,
Prawn,---,1983,11,Total,3,2496,1947,40,0,,
Prawn,---,1983,12,0,6,39404,24875,0,0,,
Prawn,---,1983,12,1,1,60,*,*,*,,
Prawn,---,1983,12,2,2,1045,*,*,*,,
Prawn,---,1983,12,3,1,24,*,*,*,,
Prawn,---,1983,12,6,1,132,*,*,*,,
Prawn,---,1983,12,8,1,1600,*,*,*,,
Prawn,---,1983,12,9,1,1550,*,*,*,,
Prawn,---,1983,12,12,2,460,*,*,*,,
Prawn,---,1983,12,22,1,1294,*,*,*,,
Prawn,---,1983,12,23,2,16855,*,*,*,,
Prawn,---,1983,12,26,19,61104,46508,24,50,,
Prawn,---,1983,12,27,5,7263,7927,0,0,,
Prawn,---,1983,12,28,4,2248,2832,0,0,,
Prawn,---,1983,12,29,3,2524,2061,0,0,,
Prawn,---,1983,12,30,1,940,*,*,*,,
Prawn,---,1983,12,31,2,827,*,*,*,,
Prawn,---,1983,12,32,2,645,*,*,*,,
Prawn,---,1983,12,33,2,1273,*,*,*,,
Prawn,---,1983,12,34,2,2529,*,*,*,,
Prawn,---,1983,12,35,8,21307,11962,25,0,,
Prawn,---,1983,12,36,3,3983,2358,0,0,,
Prawn,---,1983,12,37,2,1127,*,*,*,,
Prawn,---,1983,12,38,5,1932,723,0,0,,
Prawn,---,1983,12,39,2,374,*,*,*,,
Prawn,---,1983,12,40,4,23040,13073,135,0,,
Prawn,---,1983,12,41,3,5418,2107,0,0,,
Prawn,---,1983,12,43,5,10444,8062,10,6,,
Prawn,---,1983,12,44,1,225,*,*,*,,
Prawn,---,1983,12,45,5,4430,2956,0,17,,
Prawn,---,1983,12,46,1,50,*,*,*,,
Prawn,---,1983,12,47,1,1809,*,*,*,,
Prawn,---,1983,12,Total,32,215916,143124,419,992,,
Prawn,---,1983,13,0,1,745,*,*,*,,
Prawn,---,1983,13,3,2,600,*,*,*,,
Prawn,---,1983,13,12,1,405,*,*,*,,
Prawn,---,1983,13,13,1,575,*,*,*,,
Prawn,---,1983,13,14,1,95,*,*,*,,
Prawn,---,1983,13,15,1,95,*,*,*,,
Prawn,---,1983,13,16,1,95,*,*,*,,
Prawn,---,1983,13,17,2,861,*,*,*,,
Prawn,---,1983,13,18,3,300,67,0,0,,
Prawn,---,1983,13,19,5,2621,1384,0,0,,
Prawn,---,1983,13,20,1,60,*,*,*,,
Prawn,---,1983,13,21,5,11789,5498,0,0,,
Prawn,---,1983,13,22,4,7533,6945,0,460,,
Prawn,---,1983,13,23,2,713,*,*,*,,
Prawn,---,1983,13,24,1,271,*,*,*,,
Prawn,---,1983,13,26,1,271,*,*,*,,
Prawn,---,1983,13,41,1,84,*,*,*,,
Prawn,---,1983,13,42,5,4691,2156,0,8,,
Prawn,---,1983,13,43,6,8039,3734,0,0,,
Prawn,---,1983,13,Total,20,39843,21767,0,468,,
Prawn,---,1983,14,0,3,2788,1115,0,0,,
Prawn,---,1983,14,1,4,1200,640,0,0,,
Prawn,---,1983,14,2,3,500,315,0,0,,
Prawn,---,1983,14,3,6,5380,2277,0,0,,
Prawn,---,1983,14,4,3,1738,773,0,0,,
Prawn,---,1983,14,5,1,930,*,*,*,,
Prawn,---,1983,14,6,7,8812,4003,0,0,,
Prawn,---,1983,14,9,1,1149,*,*,*,,
Prawn,---,1983,14,12,2,715,*,*,*,,
Prawn,---,1983,14,13,4,2571,2279,0,0,,
Prawn,---,1983,14,Total,21,25783,13918,7,0,,
Prawn,---,1983,15,1,7,19438,11060,0,0,,
Prawn,---,1983,15,2,6,6661,4405,0,0,,
Prawn,---,1983,15,3,6,4050,2296,0,30,,
Prawn,---,1983,15,5,14,17419,9351,2,0,,
Prawn,---,1983,15,6,3,3210,1452,0,0,,
Prawn,---,1983,15,Total,21,50778,28564,2,30,,
Prawn,---,1983,16,0,5,6510,3210,0,0,,
Prawn,---,1983,16,1,6,8127,3631,0,0,,
Prawn,---,1983,16,2,5,4787,2371,0,0,,
Prawn,---,1983,16,3,1,562,*,*,*,,
Prawn,---,1983,16,5,1,81,*,*,*,,
Prawn,---,1983,16,6,6,14119,8031,0,0,,
Prawn,---,1983,16,7,6,10893,6149,0,0,,
Prawn,---,1983,16,8,1,292,*,*,*,,
Prawn,---,1983,16,9,1,831,*,*,*,,
Prawn,---,1983,16,10,4,4797,2214,0,0,,
Prawn,---,1983,16,11,7,5688,2358,0,0,,
Prawn,---,1983,16,12,4,658,119,0,0,,
Prawn,---,1983,16,13,4,4969,1487,0,0,,
Prawn,---,1983,16,16,1,2418,*,*,*,,
Prawn,---,1983,16,17,6,4168,2454,0,0,,
Prawn,---,1983,16,18,8,10460,5682,0,0,,
Prawn,---,1983,16,19,1,200,*,*,*,,
Prawn,---,1983,16,21,7,5974,2846,0,0,,
Prawn,---,1983,16,Total,30,85534,42907,0,0,,
Prawn,---,1983,17,0,1,2100,*,*,*,,
Prawn,---,1983,17,3,1,4520,*,*,*,,
Prawn,---,1983,17,4,1,120,*,*,*,,
Prawn,---,1983,17,6,4,2341,916,0,0,,
Prawn,---,1983,17,9,8,5660,1846,6,0,,
Prawn,---,1983,17,10,7,1459,766,4,0,,
Prawn,---,1983,17,11,4,853,318,5,0,,
Prawn,---,1983,17,12,9,26435,11176,1,0,,
Prawn,---,1983,17,13,1,1300,*,*,*,,
Prawn,---,1983,17,17,2,207,*,*,*,,
Prawn,---,1983,17,18,2,4703,*,*,*,,
Prawn,---,1983,17,19,1,361,*,*,*,,
Prawn,---,1983,17,20,1,375,*,*,*,,
Prawn,---,1983,17,Total,28,50434,22533,25,1,,
Prawn,---,1983,18,7,1,92,*,*,*,,
Prawn,---,1983,18,Total,1,92,*,*,*,,
Prawn,---,1983,19,7,1,0,*,*,*,,
Prawn,---,1983,19,8,4,10825,**,**,**,,
Prawn,---,1983,19,Total,4,10825,6401,5,0,,
Prawn,---,1983,20,7,8,11751,0,0,60037,,
Prawn,---,1983,20,Total,8,11751,0,0,60037,,
Prawn,---,1983,23,0,1,138,*,*,*,,
Prawn,---,1983,23,1,2,1361,*,*,*,,
Prawn,---,1983,23,2,3,9568,6660,0,15,,
Prawn,---,1983,23,3,7,9404,4708,0,0,,
Prawn,---,1983,23,4,8,12448,5242,0,0,,
Prawn,---,1983,23,5,1,1714,*,*,*,,
Prawn,---,1983,23,6,3,6201,2962,0,0,,
Prawn,---,1983,23,7,1,65,*,*,*,,
Prawn,---,1983,23,Total,13,40899,21451,0,15,,
Prawn,---,1983,24,2,1,2480,*,*,*,,
Prawn,---,1983,24,3,1,302,*,*,*,,
Prawn,---,1983,24,Total,1,2782,*,*,*,,
Prawn,---,1983,25,1,4,4494,2079,0,0,,
Prawn,---,1983,25,2,2,1787,*,*,*,,
Prawn,---,1983,25,3,3,4508,2748,0,0,,
Prawn,---,1983,25,4,3,4739,3154,0,0,,
Prawn,---,1983,25,5,4,2227,1061,0,4,,
Prawn,---,1983,25,6,3,10234,5199,0,24,,
Prawn,---,1983,25,7,1,412,*,*,*,,
Prawn,---,1983,25,8,1,1797,*,*,*,,
Prawn,---,1983,25,15,2,2741,*,*,*,,
Prawn,---,1983,25,Total,6,32939,19515,0,28,,
Prawn,---,1983,26,1,2,425,*,*,*,,
Prawn,---,1983,26,2,2,871,*,*,*,,
Prawn,---,1983,26,4,1,2131,*,*,*,,
Prawn,---,1983,26,Total,2,3427,*,*,*,,
Prawn,---,1983,27,7,1,120,*,*,*,,
Prawn,---,1983,27,9,2,300,*,*,*,,
Prawn,---,1983,27,11,2,1180,*,*,*,,
Prawn,---,1983,27,Total,2,1600,*,*,*,,
Prawn,---,1983,28,0,4,22178,18986,0,0,,
Prawn,---,1983,28,1,8,16009,7873,1,0,,
Prawn,---,1983,28,2,5,7853,4304,2,0,,
Prawn,---,1983,28,3,3,4367,2746,0,0,,
Prawn,---,1983,28,4,4,5543,2001,0,0,,
Prawn,---,1983,28,11,1,20,*,*,*,,
Prawn,---,1983,28,12,1,30,*,*,*,,
Prawn,---,1983,28,Total,17,56000,35935,3,0,,
Prawn,---,1983,29,1,3,3526,1190,0,0,,
Prawn,---,1983,29,2,3,2026,753,0,0,,
Prawn,---,1983,29,3,2,395,*,*,*,,
Prawn,---,1983,29,5,2,187,*,*,*,,
Prawn,---,1983,29,Total,7,6134,2192,0,0,,
Prawn,---,1983,106,2,1,3300,*,*,*,,
Prawn,---,1983,106,Total,1,3300,*,*,*,,
Prawn,---,1984,1,6,1,581,*,*,*,,
Prawn,---,1984,1,Total,1,581,*,*,*,,
Prawn,---,1984,2,4,1,408,*,*,*,,
Prawn,---,1984,2,6,1,612,*,*,*,,
Prawn,---,1984,2,8,1,2346,*,*,*,,
Prawn,---,1984,2,9,1,408,*,*,*,,
Prawn,---,1984,2,10,1,2958,*,*,*,,
Prawn,---,1984,2,11,2,2700,*,*,*,,
Prawn,---,1984,2,12,1,2856,*,*,*,,
Prawn,---,1984,2,Total,2,12288,*,*,*,,
Prawn,---,1984,3,5,1,100,*,*,*,,
Prawn,---,1984,3,6,4,10989,7870,1047,0,,
Prawn,---,1984,3,8,1,1323,*,*,*,,
Prawn,---,1984,3,10,4,10016,5897,639,0,,
Prawn,---,1984,3,18,1,174,*,*,*,,
Prawn,---,1984,3,Total,5,22602,15111,1895,0,,
Prawn,---,1984,4,1,1,200,*,*,*,,
Prawn,---,1984,4,9,1,30,*,*,*,,
Prawn,---,1984,4,10,6,12180,4381,6052,0,,
Prawn,---,1984,4,11,1,390,*,*,*,,
Prawn,---,1984,4,12,1,30,*,*,*,,
Prawn,---,1984,4,Total,7,12830,4548,6345,0,,
Prawn,---,1984,5,1,1,228,*,*,*,,
Prawn,---,1984,5,2,2,805,*,*,*,,
Prawn,---,1984,5,9,1,99,*,*,*,,
Prawn,---,1984,5,14,1,300,*,*,*,,
Prawn,---,1984,5,15,1,1000,*,*,*,,
Prawn,---,1984,5,17,1,2000,*,*,*,,
Prawn,---,1984,5,18,1,1500,*,*,*,,
Prawn,---,1984,5,19,1,1000,*,*,*,,
Prawn,---,1984,5,23,7,5467,3054,563,0,,
Prawn,---,1984,5,Total,8,12399,3723,580,119,,
Prawn,---,1984,6,0,3,12750,6317,10,0,,
Prawn,---,1984,6,1,8,30352,14868,2614,17,,
Prawn,---,1984,6,2,2,1206,*,*,*,,
Prawn,---,1984,6,4,4,27231,11631,1759,391,,
Prawn,---,1984,6,5,3,2970,882,13,0,,
Prawn,---,1984,6,8,1,260,*,*,*,,
Prawn,---,1984,6,10,1,1350,*,*,*,,
Prawn,---,1984,6,16,3,1511,741,3,0,,
Prawn,---,1984,6,17,2,272,*,*,*,,
Prawn,---,1984,6,23,1,1858,*,*,*,,
Prawn,---,1984,6,24,1,2638,*,*,*,,
Prawn,---,1984,6,Total,19,82398,37021,4579,409,,
Prawn,---,1984,7,0,1,5550,*,*,*,,
Prawn,---,1984,7,1,2,10655,*,*,*,,
Prawn,---,1984,7,2,3,5712,2104,7,282,,
Prawn,---,1984,7,3,3,6930,10071,0,238,,
Prawn,---,1984,7,4,1,150,*,*,*,,
Prawn,---,1984,7,9,6,8632,3977,0,50,,
Prawn,---,1984,7,10,1,2000,*,*,*,,
Prawn,---,1984,7,12,2,2935,*,*,*,,
Prawn,---,1984,7,13,3,3640,2131,0,0,,
Prawn,---,1984,7,14,1,5600,*,*,*,,
Prawn,---,1984,7,15,2,2093,*,*,*,,
Prawn,---,1984,7,16,3,5345,1394,9,5,,
Prawn,---,1984,7,17,3,3368,881,21,9,,
Prawn,---,1984,7,19,1,194,*,*,*,,
Prawn,---,1984,7,21,2,8720,*,*,*,,
Prawn,---,1984,7,24,1,39,*,*,*,,
Prawn,---,1984,7,25,2,3987,*,*,*,,
Prawn,---,1984,7,26,1,102,*,*,*,,
Prawn,---,1984,7,27,2,1034,*,*,*,,
Prawn,---,1984,7,28,5,7217,3198,0,96,,
Prawn,---,1984,7,29,1,20,*,*,*,,
Prawn,---,1984,7,30,3,1889,458,21,9,,
Prawn,---,1984,7,31,1,354,*,*,*,,
Prawn,---,1984,7,Total,17,86166,62215,81,787,,
Prawn,---,1984,8,0,2,12050,*,*,*,,
Prawn,---,1984,8,2,5,3446,1554,0,0,,
Prawn,---,1984,8,3,2,174,*,*,*,,
Prawn,---,1984,8,4,7,9887,3500,10,13,,
Prawn,---,1984,8,5,6,9746,3575,34,19,,
Prawn,---,1984,8,6,3,4270,1831,5,0,,
Prawn,---,1984,8,7,5,26541,10517,2,0,,
Prawn,---,1984,8,8,2,1068,*,*,*,,
Prawn,---,1984,8,9,1,432,*,*,*,,
Prawn,---,1984,8,11,2,2880,*,*,*,,
Prawn,---,1984,8,12,4,9060,3690,0,0,,
Prawn,---,1984,8,13,3,6774,2849,10,37,,
Prawn,---,1984,8,14,3,2692,1828,0,61,,
Prawn,---,1984,8,15,2,5977,*,*,*,,
Prawn,---,1984,8,16,4,1905,653,0,2,,
Prawn,---,1984,8,Total,17,96902,40714,61,132,,
Prawn,---,1984,9,0,1,1500,*,*,*,,
Prawn,---,1984,9,1,1,2280,*,*,*,,
Prawn,---,1984,9,2,7,19453,8013,0,15,,
